energy_eV,spectrum_exact,spectrum_trotter1,spectrum_trotter2,spectrum_magnus
0.0,0.0,0.0,0.0,0.0
3.2485094627268283,0.0,0.0,0.0,0.0
6.497018925453657,3.1337650106414457e-05,1.0597652654836649e-05,2.8084812419852763e-05,2.845485103593738e-05
9.745528388180485,4.5459578525925726e-06,0.0,0.0,4.555231915198829e-06
12.994037850907313,6.0315349519938106e-05,0.0009288903984652623,0.00047354689843388754,5.999349926165964e-05
16.24254731363414,4.8170511480918534e-05,0.0,0.0,4.793603329967924e-05
19.49105677636097,0.03801111508200528,0.042578416353058986,0.041042631840512614,0.03793946434455696
22.739566239087797,0.0,0.0,0.0,0.0
25.988075701814626,1.0,1.0,1.0,1.0
29.236585164541456,0.0,0.0,0.0,0.0
